sentence	label
im a simple man .	1
when starting a story , i always like the once upon a time part at the beginning , and the end at , well , the end .	1
but thats not how it panned out for me this time .	1
i felt driven to write about the assassin some more , and to delve into his background .	1
what created a man who could dispassionately terminate peoples lives for a living ?	1
what drove him to do the unthinkable ?	1
was he a monster in the traditional sense ?	1
did he kick dogs or swerve to hit them in the road ?	1
did he put his socks on before or after his underwear ?	1
it was fascinating to me , because el rey was alive in my head .	1
you see , i knew the answers to the questions i was asking , for once in my life .	1
and so it came to pass that i have the opportunity to share with you what i gleaned from him .	1
night of the assassin is a somewhat shorter work , written to flesh out the making of the beast , and is best read as a companion piece after king of swords .	1
it can certainly be read first , but i suspect it will be more satisfying and resonate more if the reader digests king first , night second , then the sequels .	1
thats how i envisioned it , but youre free to do as you like .	1
even if read as a stand-alone or first , night should entertain and satisfy .	1
id just recommend it after king .	1
night of the assassin is a classic prequel , in that it doesnt repeat information already memorialized in king of swords so there may be some gaps that dont seem to make sense until both novels are read .	1
nights purpose , other than to thrill , is to explain , to afford illumination into one of my most fascinating characters yet .	1
el reys past , or at least the highlights of it , are alive on the page .	1
if ive done my job right , youll be hurtled along on a ride like no other , to be at times shocked , titillated , revolted , sad , and ultimately , swept into a dark world of cartel killers and violence , drug deals and paid executions , love and loss .	1
enjoy this humble offering , with my compliments .	1
your servant , russell blake night of the assassin chapter 1 midnight , five years ago , manzanillo , mexico the lights from contessa , a 160-foot christensen super yacht , glowed off the calm surface of the harbor below the grand bay hotel in barra de navidad , twenty-six miles northwest of manzanillo the primary deep water port on the pacific coast of mainland mexico .	1
it was a calm spring night , the air heavy with the scent of the ubiquitous tropical flowers , beaded with moisture from the cloudbursts that had sulked over the hazy , humid day .	1
crickets trilled their mating mantras beneath the broiling heavens , the only sound on the water besides the dull thumping of the disco beat emanating from the massive boats salon , which lay beneath the superstructure that supported a four-passenger helicopter and a complement of jet skis .	1
the creaking lines of the yacht strained as the tide rolled in and the moons perennial pull drew higher the water level in the marina ; the heavy ropes that secured the ship to its long concrete dock keened in futile protest .	1
armed security men clad in black windbreakers patrolled the concrete walkway that curved the length of the exclusive private marina , the unmistakable outline of heckler & koch ump submachine guns a silent testament to their intent .	1
the battle-hardened men chartered with the safety of those aboard the yacht were dead serious , resonating a constant state of readiness against threats from any approach .	1
the drug cartel skirmishes had escalated over the past two years the guards had been in some blistering firefights with rival groups and seen more than their share of blood .	1
these were men for whom killing was routine , and they drew their pay with the understanding that any day might be their last .	1
a radio crackled as the group members checked in with one another , each confirming that all was calm .	1
the routine was to monitor everyones status at fifteen minute intervals throughout the night .	1
if danger came , it often did so in the wee hours , and the groups leader was keenly sensitive to possible fatigue or boredom a luxury that could prove fatal on that detail .	1
peals of shrill female laughter pierced the night as the salon sliding door opened to allow three scantily clad young mexican women onto the rear deck , where the ashtrays were located near a well-stocked bar and a sumptuous oversized hot tub .	1
the girls were regular company for the owner of the boat , sylvio contreras , the number one warlord in sonora and the head of the zapata cartel .	1
not one was older than nineteen , the youngest seventeen papi contreras liked his meat fresh and tender , the more so since hed celebrated his fiftieth birthday the prior week .	1
he could certainly afford the best , and there was a constant stream of eager girls interested in exchanging their charms for his largesse ; contreras controlled a significant chunk of the colombian cocaine and mexican methamphetamine traffic that made its way through sonora to the united states , and his annual personal take from the trade exceeded one billion u.s. dollars per year .	1
contessa was one of three yachts papi owned the larger ones were on the eastern shore of mexico and in costa rica , one docked in cozumel and the other bouncing around central american ports as its owners whims dictated .	1
contessa was more of a weekend getaway destination , a quick hop from home , whereas the others were good for several weeks aboard .	1
papi burned roughly twelve million dollars a year keeping his boats in the water before even starting the engines .	1
they were ready for him at any hour , staffed with full-time crews consisting of captains , chefs , deckhands , mechanics , maids , bartenders and masseuses .	1
security travelled with him at an extra cost .	1
then again , papi wasnt price-sensitive , and couldnt have told anyone precisely what he spent on his lifestyle .	1
he knew that his plane had cost forty million , and this boat a hundred and twenty , with the others roughly a quarter billion , but when you were rolling a billion or more bucks a year , what did it matter ?	1
the total hed lavished on toys amounted to what he would clear by june , so it had long ago ceased to have any meaning .	1
the girls were in high spirits , fueled by a combination of tequila and cocaine , which was one of the other reasons why a place by papis side was coveted you had access to all the high-grade chemical supplementation you could want , in addition to the lavish financial generosity afforded to his female companions .	1
they blew smoke and chatted about clothes and their favorite television programs , taking a break from the fiesta that was winding down inside .	1
contreras had begun his birthday bash several weeks earlier and had decided to make it a month-long event , hopping from destination to destination with his entourage , which consisted of his brother and a group of five or six girls , accompanied by a security detail of two dozen mercenaries .	1
they flew in a 727 hed acquired for next to nothing when it was put out of service by an american airline and , after ten million in refurbishments at a friends factory in costa rica , it served as his flying army headquarters .	1
tensions were high between the zapatas and the gulf cartel , as well as the sinaloa cartel , and the outbreaks of violence had escalated until the death toll reached into the hundreds each month .	1
as with most of the disagreements that resolved in bloody skirmishes , this one had to do with power and money .	1
the sinaloa cartel felt that sonora was making too much from its relatively insignificant place in the food chain , and was trying to dis-intermediate contreras in order to increase its net .	1
the gulf cartel was more personal contreras had butchered the family of one of the gulfs ranking captains over some real or imagined slight , and that had ignited a blood feud between the two organizations .	1
all of which was just humdrum business for contreras , who was one of the oldest of the living cartel bosses .	1
hed invented many of the tactics that were now standard in settling disputes , including beheadings , mass executions with bodies left in prominent places as a warning , the murder of judges and cops , and grenade attacks in densely populated urban areas .	1
contreras was a maverick in the trade , an innovator , who more than most understood that if you didnt have someone trying to kill you every moment , you were doing something wrong .	1
contreras had sent the staff and his brother away to stay the night in the hotel perched above the marina so he could enjoy his debauched party with just his companions .	1
he enjoyed his privacy immensely , even though in his line of work it was a commodity rarer than gold .	1
as a cartel head , he was constantly surrounded by security personnel so part of the appeal of his boats was the ability to enjoy at least the illusion of seclusion .	1
the door to the salon slid open again and a heavyset hirsute man with a bushy graying moustache and tousled curly black hair , wearing a versace silk bathrobe and lambskin slippers walked out onto the deck , gesturing to the girls with an unlit cohiba in his right hand .	1
the youngest , veronica , leapt to her feet with a lighter and rushed to attend to their host .	1
contreras smiled at her as he puffed on the hand-rolled cuban cigar , and playfully slapped one of her perfectly-sculpted buttocks after fondling it through her white mini-booty shorts for a few moments .	1
oh , papi !	1
she exclaimed with a giggle , faux indignation and petulance dripping from every syllable .	1
eh , so how you girls doing ?	1
you ready to make a party with your papi ?	1
come on .	1
you know how i like it , contreras rasped in his distinctive sonoran accent .	1
the girls extinguished their cigarettes and exchanged glances .	1
it was show time .	1
veronica moved to her two new friends and they began kissing , then caressing each other .	1
contreras stood by , watching impassively as the action moved from tepid to hot , and clothes began shedding along with any remaining inhibitions .	1
smooth , creamy-brown skin rubbed against the cushions of the semi-oval exterior seating area , and soon the girls were largely naked , other than a captains hat the oldest , ana , kept perched precariously on her head even as veronicas probing tongue demanded her attention .	1
papi opened a small eighteen-carat gold box and quickly tapped out two small piles of white powder on the glass exterior bar behind him .	1
he snorted the heaping lines of cocaine laced with levitra with gusto as he leered at the mnage a trois .	1
he shook his head and stamped his foot against the teak deck in what he imagined resembled a wild bulls mating display before throwing his head back and grinning crookedly at the moon as it struggled to break through the gathered clouds .	1
it was a good life ; he was a lucky man .	1
this had been a fantastic birthday so far and whoever had said that life began at fifty wasnt lying .	1
he reached below the bar and extracted a bottle of herradura seleccin suprema tequila and poured a healthy slug of the amber promise into a tumbler before returning his attention to the nubile entertainment .	1
yes indeed , a great birthday .	1
he studied the face of his platinum rolex masterpiece and noted the time a little after midnight .	1
another day older and closer to death .	1
ah , well .	1
what was one to do ?	1
hed try to enjoy himself nonetheless .	1
ladies .	1
youre shameless .	1
move inside and let the games begin .	1
and save some love for papi !	1
the security team studiously avoided looking up at the transom of the huge ship , preferring to scan the periphery for signs of intruders .	1
papis love for the high life was well known and by now the men had seen everything .	1
it was all fun until he couldnt perform or things turned nasty after too many drugs and the girls ended up begging for forgiveness .	1
theyd had to bury their fair share of young strippers who had failed to judge his moods correctly .	1
he was infamous for being mercurial .	1
a career as a playmate for a narcotraficante was a high-risk , high-reward proposition in a world where the men were inured to violence and thought nothing of snuffing out life on virtually any premise , including because it amused them to do so .	1
a pelican rustled its feathers at the waters edge before taking flight , swooping low over the water as it searched out more tranquil surroundings .	1
two of the sentries swung around at the sound , ready to engage whatever enemy presented itself .	1
they exhaled with relief when they saw the huge bird lumber into the night air .	1
everyones nerves were raw from the prior weeks duty , moving from danger zone to danger zone while contreras partied without a care .	1
they were in friendly territory but that counted for little when he was exposed like this .	1
every moment held the possibility of an attack by enemies who were every bit as vicious and determined as papi , and when he wasnt in his fortified compound back home , the risk-factor went through the roof .	1
the men were working in shifts , eight guards each shift , four hours on , eight off , so they could steal some rest and stay alert .	1
after four hours of high-intensity patrolling , acuity fell off markedly and human error became more likely .	1
the cartel game was one where you only got to make one mistake your last .	1
papi was paying the highest rates in the world for his security ; they wanted for nothing , but in return , he expected them to keep him safe no matter what , and if that meant every member of the team taking a bullet for him , so be it .	1
that was the gig .	1
the sound of the party from the boat was a headache for them , although no one would dare mention it to papi .	1
but he might as well have painted a big bulls-eye on the super yachts bow for any hostiles in the area .	1
the head of security , alberto , clenched his jaw as the women laughed , each squeal of ecstasy an invitation to disasterin his mind .	1
the old pervert ought to restrict banging around with his doped-up teenagers inside the goddamned boat , not out in the open .	1
why did he need to make such a public display of it ?	1
it was recklessly endangering them all .	1
he sucked down his frustration and concentrated on the job at hand , eyes scanning the surrounding dock area and the buildings for any hint of latent danger .	1
theyd be back at contreras home compound tomorrow afternoon , and so far there had been no attacks ; with any luck theyd make it back without incident , where the routine drill would be executed in a more controlled environment where they knew everyone and owned the town .	1
this was making him nervous exposed on the water , a million miles from nowhere with the boss kite-high on powder and bellowing into the night sky as though he was safe in his own living room .	1
a cat scurried after a large rat on the slick-wet concrete path by the shops at the far end of the marina , setting albertos nerves further on edge .	1
he didnt want to think of how wound-up his men must be after almost ten days of constant vigilance .	1
all he needed was a trigger-happy lapse and theyd have the police and military landing on them , which would be a little awkward given that papi was the number four most wanted man in mexico .	1
money obviously bought selective vision where he was concerned , but it would only go so far .	1
gunfire at a six star hotels exclusive marina could raise the wrong eyebrows and the last thing alberto needed was an all-out gun battle with the military in the dead of night .	1
he silently cursed contreras for being so careless , then exhaled a sigh of relief when he heard the drug lord call his whores back inside the boat with him .	1
alberto had six men on land , two on the boat , and one on each side of the bridge superstructure keeping watch for any potential menace that they might miss from the dock .	1
it would be impossible to sneak up on the yacht from the water in the still of the night a boat would be immediately detected , even if it was being rowed .	1
but he wanted to ensure that all avenues of attack were covered , so even the waterside was being watched .	1
contessa was docked on a side tie , her port side fastened to the pilings and the starboard side facing the harbor opening , beyond which the bay stretched into a black nothingness .	1
if there was going to be an assault it would have to come from the land because theyd have enough warning from the ships radar to take positions on the waterside and cut any encroaching vessel to pieces .	1
theyd covered all possible approaches yet he was still worried .	1
maybe it was the place , or maybe because it was the last night of papis latest binge .	1
but alberto had an ugly feeling in his guts and it wasnt something hed eaten .	1
his primeval senses tingled as if there was something out there coming for them .	1
and whatever it was , it meant them harm .	1
he called to his men for their radio check-in ; everyone responded immediately , sounding alert and precise .	1
they were the best .	1
seasoned professional killers from a half dozen countries , making thirty-five grand a month each to lay their lives on the line .	1
he didnt like the odds of anyone foolish enough to take them on in the dead of night .	1
but his gut still told him they had a problem .	1
the assassin checked the luminescent face of his stopwatch , noting with satisfaction that he was on schedule .	1
he listened for the sound of the party at the marina , which was still some distance away .	1
faint gusts of music muttered a vague cadence over the water .	1
the target was making it almost too easy for him .	1
perhaps it was just providence calling time on papi .	1
but whatever the wheels within wheels of cruel nature , he thanked his lucky stars that hed taken this contract one of the largest hed ever been offered , at a million and a half dollars .	1
hed planned the attack to the second and researched everything from the marina layout to the surroundings , even going as far as locating blueprints and a schematic for the ship and committing them to memory .	1
this was his specialty the impossible to carry-off execution of untouchables was his stock-in-trade .	1
it had made him infamous in a relatively short time .	1
but this would be the most difficult sanction yet , due to the heightened vigilance of the security team he knew would be on-edge the final night of their rough duty , which concluded in a vulnerable location .	1
hed thought through all possible ways of terminating contreras , and when hed decided on his final plan , even he was impressed at the ingenuity of it .	1
now he just needed his contractors to be on time and to do their job , and papi was better than dead .	1
he slipped below the surface of the water and submerged to a depth of fifteen feet .	1
that would be sufficient for his purposes .	1
the small waterproof gps unit hed programmed with the coordinates of the dock radiated an orange glow that was readable from three feet away .	1
by his calculations , he would need ten minutes to swim to his starting position before the plan engaged , though hed allowed himself fifteen , just in case .	1
better safe than sorry on a night like this .	1
his tank held sufficient air to breathe for an hour , which he hoped would be far more than necessary .	1
it had been difficult arranging for all the pieces hed need to end the life of the brutal cartel boss ; expensive too , but sometimes cost was key .	1
hed learned through harsh experience not to pinch pennies or cheap out .	1
by the end of the night hed be far richer , so in the end , whatever his sunk costs were would have paid for themselves .	1
he was nothing if not pragmatic about the job .	1
his easy , practiced stroke propelled him smoothly through the warm water as he neared the private marina .	1
he sensed he was close when he felt a current heralding the mouth of the harbor , as the surging tide pulled him through the broad opening .	1
visibility was zero in the inky darkness so he was flying entirely by his instruments , which told him he had another hundred and fifty yards to go .	1
contessa was berthed at the dock closest to the harbors entrance , commanding the entire length , so there was no cover or alternative to doing the dive .	1
this was the only way to get close .	1
a commotion from the sea bed startled him with a cloud of muddy sediment .	1
a large stingray rose from the muck and glided by him , nudging his neoprene-encased legs with one of its wings .	1
more sensing the creature than seeing it , he was momentarily caught off guard .	1
his respiration increased as he flailed in alarm , causing a rush of bubbles to hurtle to the surface .	1
battling for control over his breathing , he struggled to slow his heart rate after a few seconds of inward composure , he had it back to beating at a moderate pace .	1
he didnt pause long to dwell on the near-miss , beyond musing that it would be ironic if his meticulously plotted assassination fell apart due to surface froth from a panicked brush with a bottom-dwelling myliobatoidei .	1
another glance at his watch confirmed that he still had five minutes to go .	1
by his reckoning he should be sixty or so yards from the front of the boat , and ninety from his targeted position .	1
after a few more moments of swimming , he dimly registered the hull of the massive ship above him an opaque outline floating on an already dark surface , faintly illuminated by lambent swirls of the surrounding marina lights .	1
carefully calculating the distance , he moved to the spot his schematics told him would be the correct one for his purposes .	1
from a mesh sack attached to his dive belt , he fished out a suction cup with a handle on one end , which he affixed to the hull .	1
the assassin could feel the vibration of the big generators that provided all the power when the massive twin mtu turbo-diesels were at rest .	1
as expected , all systems were operating at full bore on the luxurious yacht .	1
he extracted a waterproof battery-powered drill , and after taking one final confirming look at his position on the hull , he jammed the bit against the fiberglass and depressed the trigger .	1
the diamond-tipped steel shredded its way through hard , fibrous material almost five inches thick .	1
the bit was six .	1
two minutes later he was through .	1
he dropped the drill back into his sack and extracted a small gas canister with a rotating valve on the end , where it connected to a custom-fabricated seven-inch tube that would be a snug fit in the hole .	1
he jammed it up into the new opening and twisted the valve , wishing he could hear the satisfying hiss that would terminate the target .	1
hopefully .	1
that was where part two of the plan came in .	1
the assassin depressed a button on the suction cup and it dropped away from the hull .	1
he swam to the far side of the ship that was facing the bay and cautiously poked his head out of the water , right next to the section where the engine vents drew in air .	1
another glance at his watch confirmed that he had a hundred and forty more seconds before it was show time .	1
he groped in the sack and , after re-submerging , drilled another hole , this time where the central air conditioning units were situated .	1
he repeated the procedure with a second gas canister and returned to the surface again , hurriedly extending a telescopic tube akin to a car radio antenna .	1
the assassin fitted a third , larger canister onto the end of the extension and , now in position and prepared , waited for the fireworks to begin .	1
alberto was the first to hear the big choppers rotors .	1
by the time he had radioed to his men , the sound of the aircraft had increased to a chattering roar .	1
a searchlight stabbed through the night , racing over the buildings and then towards the marina , tracing over the assembled boats until it finally alighted on contessas towering mass , blinding the two armed sentries in the top-level bridge .	1
alberto screamed into the radio to his men to hold their fire nobody from the helicopter was shooting .	1
the piercing light slowly moved along the concrete path , locking onto the armed men and freezing each in place before it moved on to the next .	1
eventually , satisfied that there was no unusual mischief going on at the marina , the beam shut off and the chopper rose , hovering for another twenty seconds before banking and moving back towards its home base in manzanillo .	1
alberto swore to himself .	1
that had been way too close .	1
it was one of the navy copters , no doubt sent over to check on reports of armed men on the waterfront .	1
the army and the navy chiefs in the area had been paid off , so there shouldnt have been any problem .	1
it likely took a couple of radio exchanges before they called off the dogs .	1
few things in life scared alberto , but the prospect of taking on a contingent of armed mexican marines was one of them ; the army wasnt a problem , but the marines knew their shit .	1
they were the equivalent of the american green berets , the toughest of the tough , and they generally meant business .	1
alberto should know : he employed three ex-marines who were genuine , authentic hard cases even in a world where blood was spilled casually on a daily basis .	1
the unexpected fire-drill over , the patrols commenced again .	1
everything returned to a fragile calm .	1
the night was still , and contessa gently rocked against the swell of the incoming tide , the music from within still booming its siren song into the deep .	1
the assassin made his way through the cabin to the main stateroom , his silenced pistol at the ready .	1
hed brought it in a waterproof bag , in which he kept anything that shouldnt get immersed during the dive .	1
he didnt think hed need to use it , but better to be prepared .	1
hed pulled his flippers off and set them on the rear deck , where he could grab them in a hurry .	1
worst case , he could always swim without them , although it would be much rougher going .	1
that wasnt his most pressing problem now , though .	1
he needed to memorialize his success and get the proof back to his clients so he could collect the second half of his fee and build his reputation in the process .	1
he pushed the door to the master stateroom open and encountered a tableaux straight out of hell .	1
papi lay naked in the center of the bed , surrounded by his three young playmates , also naked .	1
all were dead .	1
the nerve gas hed bought from the russians had done its work , circulating via the three zoned air conditioners .	1
hed been guaranteed that the gas would kill within ten seconds of inhalation , but he needed to be sure .	1
thats what made him who he was .	1
he was the man who made sure .	1
the sight of the female corpses , bloody foam caked around their mouths and noses , already cyanotic , had no effect on him .	1
this was his job , his chosen profession .	1
collateral damage was regrettable , but part of the deal .	1
the girls would have likely been dead within a few years anyway , either at the hands of these goonsor their rivals .	1
it was a fast money life , which didnt come with a retirement plan .	1
breathing through his respirator , the assassin studied the dead cartel boss , then fired a single shot through his forehead , more for effect than anything .	1
he inspected his handiwork dispassionately before reaching into the watertight gun bag for a cell phone and a laminated rectangle .	1
approaching the man , he positioned the card almost tenderly on his exposed throat before snapping a photo with the phone .	1
the figure on the card seemed to watch the proceedings without interest , his medieval regal gaze unblinking in perpetuity , the double-edged blade of his clutched sword forever pointing at the heavens .	1
satisfied with his handiwork , the assassin dropped the phone back into the sack and sealed it before placing it into the web bag hanging from his dive belt .	1
a noise from above jolted him .	1
he heard movement from up on the bridge heavy footsteps that carried down into the mid-ship stateroom , which could signal either a problem or a shift change .	1
the one part of the plan he hadnt been able to nail was a detailed agenda for the security team .	1
there was just nobody he could find that could be paid off , so hed had to wing it .	1
he hoped that wasnt a fatal flaw tonight .	1
hed know soon enough ; even though his work was done , he still needed to complete phase two of the sanction , which was often the hardest part the part where he got out alive .	1
alberto called his men to an area near the dock and briefed the new arrivals .	1
they would be on shift until four-twenty , at which point theyd be relieved by a new , fresh set of eight .	1
the men handed the replacements their weapons and spare clips , then moved in a group toward the hotel , a wing of which had been booked for the security detail and boat staff .	1
alberto debated going with them , having already been on for eight hours , but he couldnt eradicate the twisting in his stomach that something was amiss , so he knew there was no way hed be able to sleep .	1
he held up a pair of night vision goggles and studied the rocks of the jetty that protected the harbor , slowly and carefully scanning every foot of them .	1
nothing .	1
a cry from the bridge interrupted his reconnaissance , and he looked up to where one of the new arrivals was waving .	1
what an idiot .	1
why didnt he use the radio ?	1
thats what they were for .	1
alberto turned the volume up on his handheld and called to the man .	1
what is it ?	1
iwas papi or any of the girls swimming earlier today or this evening ?	1
ive been gone for eight hours .	1
no .	1
i dont think so .	1
why ?	1
alberto asked , honestly puzzled by the question .	1
theres a pair of without warning the radio went dead .	1
the hair on albertos arms stood up as he peered through the goggles up at the bridge .	1
he couldnt see either of the men who were stationed there as sentries .	1
bridge .	1
come in .	1
repeat .	1
come in .	1
do you read me ?	1
alberto hissed into the radio , his hopes sinking even as he called .	1
the body of one of the two guards sailed over the side of the bridge , landing in a formless mass four stories below on the concrete surface of the dock near albertos feet .	1
alberto stared at the body in disbelief , a stain of thick , dark blood quickly pooling around the corpse .	1
moments later a second corpse hurtled over the security men all rushed toward the yacht , now in full-scale attack mode .	1
the two men on the bridge had been in unassailable positions , with the only access from the rear deckand the salon , where papi had last been seen leading his friends below to his palatial zebra wood-paneled stateroom .	1
the night abruptly exploded into an inferno , temporarily blinding alberto .	1
from inside the boat , the whump of an incendiary grenade illuminated the interior with a white-hot flash before the ensuing blaze erupted from the side windows , shattered from the scorching blast .	1
a figure in black wearing scuba gear swung from the bridge over the waterside of the ship , dropping the forty feet into the harbor even as alberto hazily trained his weapon on him and opened fire with a hail of bullets .	1
burst after burst of sizzling lead seared into the water where the diver had submerged , and albertos men quickly joined him , shooting point blank into the surface in the hopes of hitting something .	1
the assassin allowed himself to sink to the bottom , twenty-five feet below the surface .	1
he kicked a few feet and took cover beneath the gargantuan hull , the bullets tearing harmlessly through the deep where he would have been if he was stupid enough to try to swim out of the harbors mouth .	1
hed give it a few minutes and let the gunmen exhaust their wrath before doing so he still had sufficient air .	1
even the most dedicated mercenaries would tire of emptying weapons into the bay for no reason , so it would only be a few more moments before they stopped and began thinking about evacuating before the military arrived to check on the blaze .	1
it would be a long slog across the bay without the swim fins hed been forced to leave on the aft deck .	1
that was regrettable .	1
he made a mental note in the future to bring an extra set with him to attach to the hull , where they would be safely waiting for him if he was forced to make a hasty departure .	1
he checked his watch and peered through the gloom at his regulator gauge , which he illuminated using the dim glow from the gps .	1
he had forty-five percent left , which would get him out of the harbor and at least halfway across the bay before he needed to jettison the tank and switch to using his snorkel .	1
with any luck at all he would be on the far side , on the banks of the little fishing hamlet of barra de navidad , within an hour and fifteen minutes , where a battered toyota tacoma sat waiting on a dark , deserted street by the water .	1
it would be the least-expected escape route given it was the farthest point from the ship .	1
if the security detail still had any fight left in them after losing their meal ticket , theyd deploy to the more obvious areas closer to the yacht , although any pursuit would be hurried due to concerns over the arrival of the marines .	1
the odds of there being any serious hunt for him were about zero , he knew .	1
theyd be far more interested in clearing out before they had to explain their heavily armed presence to the military .	1
from the town of barra , he could be in manzanillo within forty minutes , or better yet , at one of the big hotels just north of town .	1
they were showing their age , but he still liked las hadras resort as a place to lay low for a few days while waiting for the wire transfer to hit his account .	1
when he got to shore he would e-mail the photo of papi , with his distinctive calling card in glorious display , using his cell phones internet capability .	1
the client would be suitably impressed , given yet another impossible execution in his notorious string of accomplishments had gone off without a hitch .	1
the gas had been a novel touch and hed been delighted with the results .	1
it was short-duration and would have blown off within five minutes of entering the air-filtration and conditioning system , so the only trace any investigators would find would be the empty canisters wedged into the hull .	1
at that stage it would be pretty obvious that something in the atmosphere had killed the passengers , so the discovery would have zero effect on anything .	1
the vendor had done well with the choice ; the assassin grinned behind the heavy glass mask hed use him again .	1
reliability in the assassins game was key to sustaining rewarding long-term relationships .	1
rousing himself from his reverie , he began swimming slowly away from the boat , hugging the bottom so as to avoid any telltales to the flashlight beams playing across the surface .	1
they were wasting their time but he wanted to take no further chances .	1
he resolved to hold his breath for the two minutes it would take to make it to the harbor entrance and to safety there was no point in increasing the odds of more shooting by leaving an unnecessary bubble trail up top if he didnt have to .	1
by the time the flames were extinguished there was little left of the ships upper salon or staterooms , other than the main bedroom used by the owner .	1
when alberto made his way down the shattered stairs to the companionway that led to that area , he already knew in his heart what his eyes would confirm .	1
his boss , his sacred charge , was dead .	1
still , nothing could have prepared him for the vision of a naked papi with the tarot card sticking out of his bloody , froth-caked mouth , surrounded by the cold-blue naked flesh of his nubile companions who had obviously died in excruciating agony .	1
his blood ran cold when he saw the image of the seated regent protruding from papis face .	1
hed heard the stories , the rumors of the ghost that came to kill , but had never believed they were true .	1
until now .	1
until hed witnessed the handiwork with his own eyes the handiwork of the king of swords , or el rey as he was known in mexico .	1
he was every heavily protected targets worst nightmare the man who could walk through walls or up the sides of buildings , and from whom no one was safe .	1
seeing the assassins calling card was a loss of any innocence or hope hed ever had .	1
because now , alberto knew that there was indeed a boogeyman , a devil that danced in the darkness , a stealer of things precious for delivery to hell .	1
alberto could say with assurance that there was something that scared him more than the mexican marines , more than torture , more than the prospect of death itself .	1
he , a man for whom slaughter and killing was mundane , had seen the face of true evil , and it had stared back at him , unflinching .	1
el rey had come during the night and stolen papis soul .	1
chapter 2 twenty-five years ago , sinaloa , mexico the flames leapt up into the night sky , their eerie flickering the only evidence that anything man-made had existed in the deserted field of marijuana plants .	1
the shacks were ablaze , sending embers shooting into the air as they carried the captives hopes of survival to heaven with them .	1
the little girl sobbed , terrified of what was to come .	1
her mother , helpless beside her , howled an incoherent , primal sound into the ground next to the mutilated corpse of her youngest , while futilely struggling against the crude plastic ties that bound her bloody wrists .	1
this had been the worst night in the toddlers short , harsh life , and it seemed surreal to her .	1
she hoped it was a nightmare .	1
the dead form of her father lay sprawled next to her mother , his life extinguished in an unspeakable manner .	1
she didnt understand any of it .	1
she wanted to live .	1
she had so much to do her life was just starting .	1
true , it had been a difficult existence so far , as the daughter of a dirt-poor farmer in the hills of rural mexico ; another mouth to feed in a hard environment where money was non-existent and the family lived off the land .	1
but , as with most children , she loved her parents wholeheartedly , no matter what the circumstance ; they were her universe and she had just begun viewing the world as a thing apart from them .	1
as the seasons came and went , the familys time was spent working their meager patch of land : a plot of several acres that had been in the family for over a century .	1
they survived without any creature comforts , their power provided by an ancient gas-powered generator which was used only in emergencies gasoline being far too precious a commodity to waste on luxuries such as lights .	1
there was no plumbing ; their water came from an artesian well .	1
still , it was a life , her life , and the only one shed known in her four years on the planet and like most organisms , she wanted it to continue as long as possible .	1
then the unthinkable had happened .	1
the men had arrived in their huge truck , and soon the shack the little family called home was ablaze and her sister and father were no longer of this world .	1
and now she kneeled , crying while she murmured the only prayer she knew , hoping it would work as a talisman to keep the bad men at bay .	1
our father , who arth in heaven , she lisped in a soft , tremulous tone .	1
she swiveled her head and watched as an older man , who had just arrived after their field had been set alight , walked slowly back to his vehicle holding the hand of a young boy her brother .	1
one of the remaining two men moved beside her and grabbed her mothers hair , lifting her to her knees , her grief shrieking in gasping sobs even as she trembled in shock and fear .	1
her shoulders shook the shabby sleeves of her torn peasant dress , now bloody and filthy from the abuse shed received at the hands of the animals who stood by them with their pistols and cowboy boots .	1
a gunshot rang out , deafening the little girl her mother fell forward onto the bloody dirt , her suffering ended , gone to join her husband and baby .	1
the little girl cried to the silent god who had abandoned her , an innocent , even as she continued to recite the words shed been assured would protect her through anything .	1
thy king done come she closed her eyes against the horror of the scene and imagined a place where she would be forever young , playing in a beautiful grass field with puppies and ponies ; her father , young , healthy and vibrant running beside her as her mother tossed her baby sister into the air , eliciting squeals of glee from the delighted tike .	1
she sensed the cold menace of the gun barrel against the back of her tiny head , and redoubled her efforts to send her maidez to her creator .	1
thy will be the lead ripped through her cerebrum , abruptly terminating her brief sojourn on earth .	1
her frail body tumbled lifelessly to the ground .	1
for her , the ordeal was over .	1
the men watched as the cannabis caught fire , fed by the gasoline that had been so frugally saved for the familys power , their butchery merely another days work in their brutal world of enforcement of their absolute power .	1
both would sleep well that night , their consciences long ago having been discarded as impediments to their working for the group that would later become the sinaloa cartel the most powerful and ruthless of the mexican narcotraficantes .	1
the nights drama had been another in a long line of horrors theyd inflicted on their fellow men in order to solidify their jefes control over the region .	1
the citizenry only understood and respected one thing , and that was brute force .	1
they were the delivery system for that primal justice , and they knew that nobody would ever miss the peasant family or question the events of that night .	1
it was all business as usual ; nobody wanted to have the men visit their home if they were too inquisitive about what had happened or where the farmer and his family had gone .	1
the events would remain just another footnote in the slaughter that was an ongoing part of the drug traffic in mexico .	1
there was nobody to defend the innocents , and so they perished , as countless others had before them in brutal episodes that determined nothing .	1
mexicos soil was steeped in the blood of the helpless the men knew that nobody would mourn them .	1
they had no power , no clout , and so were disposable .	1
the enforcers returned to their truck , which started with a roar , and they tore off into the night , down the dirt track that led to civilization , such as it was .	1
~ ~ ~ twenty years ago , sinaloa , mexico horses whinnied as they galloped around the periphery of the open field .	1
the men gathered in the center whistling at the ponies as they celebrated their temporary equestrian freedom .	1
